Meter Reading (MR) Doc. No.,Installation,Meter Reading reason,MR Reason - Text,Scheduled MR Date,Meter Reading unit,Meter Reading (MR) Doc. No.
"TrwUXLswVBJocAYmQuRpSKwUFrRoHXRTHUYRbTf","zcQJSePYspprpjkBsVTIOjTwWQJ/FkhpSzWOhas","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727656"
"qSJXXJicAazd+SMtjcdlCHocnSNPRTgtSWnsVX+","RuLfIUbeltO+HkNRRLhcXZ+IRcDqmANRPWNPoWA","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727690"
"h+wnxnZvXDRHyhgLstfAIWXEISnDIvUwRxCzUQi","BQoghlkVkhaQymGLNlwINkH+mIjEeOaD/dGuXdI","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727697"
"VBaWQSpXYsYYUNYQhYxQQRPSLPRZbCjLFkT+zva","UjxKUsKAVcZaDlh+zWDJfwGukCwmNVVXyySSGLZ","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727701"
"ScJcJRvXTORYHSVERvRUSUVUtbBgosTYjYBx+Fs","UgmGeUJS/UeBeyHslxVVEARMQFhHwDgFLzZSpxS","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727703"
"lfOUGZHbWvjEedlZaLPoaRFS+VIfWNtFYXFnpgz","SEgjVSmYMyzVKtfdBmUpZRVwpiYhc/TRZZXWSVU","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727708"
"eSqaqoDwtNfD+RregGZGWXJMRpYTSRmpRoukESt","fRNUJcesqWJYGqKubCrFVENTszfDjjUUVsOFXwl","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727711"
"mKzORCZQkgocYOMXGrdSzuOhyAPZqaMnRiSGCKq","qTYlCzmJytWSXQvTEKT/PcbVfeKrTCiBUgIJsLb","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727712"
"aSURRHbURksCLEbQaOWcSSzurWyrrNwlOOXTdqr","OIYkkgPOrV+RftfWWajRgOVTZrgHXoOiVPRR/UF","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727720"
"mTZIEXZKrvg/nkMZ+JCQiqIYZrJPxUMtSwpRLUL","tOAdEgieYwQFcNQRVRLrRdhMyzYRneCnDRUQTWS","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727739"
"MTYXWAulYesYXOyZGnKsYEPNMlnHDQVZd/XzSLl","VotbvboaVNMRGA+uywXWwlfE+XKEYPPDEYfP/wq","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727779"
"/oRRLjXuTIFImtVjIzWPGYWFYEFNnOpOiuDqXni","c+nFKQsGXSSA+gRRyOnSTVmJaEVqaCKFEaYJZXL","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727785"
"SUOFcTMaQaQhXfcGYTKVMoaMVuDQTrVOkfTYYI/","JTYZWdDXIXfUeUXLDAdVuUAhvXgLWo+boPTubHM","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727917"
"bGPQaXOCbJHzIHXnpEJfzLWPQhYXpx+SZSNEWCx","qInu/afDuweYtPgaRtzRwojPuUVHTcg/CHQQc/Y","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727955"
"NSo/TToQTbOkGXGWxtXaSatJeSeWFLuWaOiYIkh","pmW/VxAaMSaTVWdUvQbJXuyqoMBjerov/ZGAUxH","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727957"
"FXdfLfS/yhVCIbnZEYYmhLQPBVzwb+rl/LfkHzY","oBfHLNygCWRnVmwCCZrdRfdlkgooP+xIUWVgSxc","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727961"
"QBDSWCUJQPOVznRKpDVwimxuYgFtVnWNp/CgOwq","/qYRWqWgtkHmQmusOWoRXMBmAEzbrykrYWvYXSj","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727964"
"bPrMpKZUzIXZQAqLnDxsLGkSubWWZS+pZvF+tBl","DOhYDThs+GxYQqS+SZxxxnhuGQPvsDEFeZdsCWw","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011727969"
"yTSObgM/zCdQQ+v/FjrTljKFCsrolvhIQuTZ+bq","wQX+TwqkSEpdNTmWlEkV/pLCSmSrREo+VVQKnBU","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728003"
"HIhhzvIHzjFuklRWdZEuuTovZOp/gXqaoTAxzBR","SkzjZlxNnSmVygh/UqMpfnJvSgFQq+TfpRXgwhp","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728034"
"RperaifqWtohYjTQzTyWZRE+VELELUSvruFXCKS","jcVcI/RVjC+VRYcIt/ER+FqZSQHiAEWSDPfSpPZ","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728036"
"hjlrModAGNbUWQCqVrxUXbTDoMdVfVUSxcXyWQG","hZNTMZCKAzGvgDQtLcYTWHhvqrVwbpdfBnWDSLX","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728042"
"SkUASRJyjVhzibRveAYaN/CeTATfZLDRXXJXXZm","cPJqsbdySeEdHZCgtNgJmxZkhZBudRQ/YzZTObZ","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728056"
"FsILevAwRZbsoBiaZyARXlRLIkYCoQauRcEGRAV","/QyzVUPDResXnYIIITWKD/eXqUDcBGO+Yi+QKUX","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728066"
"RmCRXQ+vwzgyprTAOtgJCugzdtx+EkkzSaGxjAO","XbDJVUxoLTQwvWYTyqMfSdsDTXTaudtPUyvsFhM","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728071"
"aMvftXkVYJMNQxTJFP+dKSgRGYeVcXzUUtUucYF","uKwmlzno/cQTj/zSKQLJsRcxYvUgG+EkJsRVhvB","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728072"
"JhRUrXFirkUQJKRR+RXyY+ZwIHtQbcDTydwTYZj","XSORfWbpztAbVvmKCW/WPWwGqUJS/HecVNmNinQ","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728099"
"x+KOjnlDRRGERpGDkUz/OvpToHRLYkF+XDWVNcf","XSORfWbpztAbVvmKCW/WPWwGqUJS/HecVNmNinQ","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728100"
"VT/EghgWNcZaMFIqBVvBrIVnbDGbtOa/IwdXREK","sGiUEBElHWUVkQUTmZSEVbegTdtOnUWwRPEzZZD","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728120"
"MQeqRvTdvHQsGsuMzYoXNLOHIUhgJhXLbpStNho","gGJtpjiJWj+xwMWWzrJpoUvSsToSCQMpqXWFbzZ","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728135"
"dFYWDPOZkYuQAu+iUYKZDJRHYNeUCPzQTXKxDRN","ESUGEUb+WQEcRVZYdrs+GJBBNVHNbvNtUTQ/RCD","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728149"
"otXzmqrRBXOakkYGjzRqImaEZlj/YTsgUApc+cy","lX+CMsShgWTZCYWTitECw+rSQHwqomkWnTB/Wsm","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728166"
"mdgEQDQdTAFLZKoLQSUEVwsvFUGbTQYcaSBWffg","lUtWkEOnWgaXMHrFRzjRWhPPERqLRSXY/qXQfBo","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728189"
"zZbhpgFUpxSCyRhWgZpPYTIPVz+YOTXJrYrCmrj","BrYrYbJNRKXDRXSryiQfK+cEn+dUTPDtKxHuVdB","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728202"
"VQhVxlhZHICPSbFTvPiJFtinLUWdKkGqB+xoFBR","bSrGSeei/gyMxRQbMFCtZZi/jIUrARSCRsHuyOs","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728204"
"XRevStYDzbdzaLxpeFSBTHNqXJKWvoHiXgDVoSC","QBZUPQNeFWNIXxCQXhERLIsNGos+KTpAXQDUeJD","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728229"
"oRGSQdzyLRRhZ+HuPZrMiVzJhwBVuFSULRbLqXH","fiXRjtQYxvcxXUVTuQScYP+ZvU+VUrKQLvnqRRB","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728268"
"vYmWnPKXXPpRunmQDAqUURhpSSobZCXeLSQ+uXG","j+xnty+QobjkZD+dfa+JMCvpWmrsPwJVY+uhOTD","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728279"
"gaHSMocUQBeCQFXLwzNRXXk/ATIBBRUKUmTrCYt","jWUHPLFXFY/FbcRAobPYDRoLyvpipsUVnHQsYYS","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728335"
"ePPq+HFmwxZWWAhEFaPTDfTpUpJUeQRTETiqrft","SfNExeDXURQMfTuEHpXWVXY/PYn/NBtpXeYsNdP","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728340"
"HnBpXGUSKRmS/KeF+kwVoSKSAIpWJickSXYWkLY","/IfXqdUOMPGzSLxANxSPTb+MFMOutjQfAdgGCmW","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728361"
"LYYVqYqdpHbFBuzdpuGZWWOwVyeJSNQkUnPwqID","QGJvLjREygcibVXWhrlZS+ADRbCxCuHXOJUsqhU","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728364"
"UpPDrSwKEZThEBYTfgQgRp+VsdbGZULUheiYZCr","qPvmxXIuydWcTDoYZBEucDfQEhcAjNXuIayxTUV","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728376"
"xWnTIUUydtQtOeviVqjRvVGE+gTEEMbUZWMKdoX","GhrnrWTVrFPyTNBRYojAWTXqgwlXGWAZVjNoUWe","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728391"
"EG/ZIIAQTCAZHTRrxzaKptBRwuZSRhoBuhXgRpn","twQOZFWNGm+GYZRgkVunpOizxwcPOSTvOgfJILT","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728411"
"BzXCqsAyscvFiQUXiAKRmItuWyWoVUMWiBFHNTi","/VFXABUUUGOtgTaCC/oqGGZZCgXIOSRHPxXVaAf","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728413"
"wWKHS/GLVv/vkUkWPIbJbIXdCfCNbwtDWLNQVMr","/VFXABUUUGOtgTaCC/oqGGZZCgXIOSRHPxXVaAf","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728414"
"AbpTBvlS+FGuVWp/tlTpsaeQzlWlzSIhmvneHLZ","VZppQBqdb+X/SYWBXdmhodXzOTExYYTUExhQEps","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728433"
"xGUchEhOZWQBSjMcnrZ+pEVWlIlo/OISEFQoTZZ","YLXxVmlqYMGYrSQQhRT+URnPVsEUDbkjzVFDWLV","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728485"
"YYKBYTAxXQXttWZnPVRURO+ihavWXzp+XNqRNlX","uRnpJsaSCjq/ZIBHUsYARQgJYQECY+bscwwPLtl","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728492"
"KVeoMFZYTxQhwOQTCTVFjvQMJUoVPklUTSZnSp+","JtQkieRsQbQYqPMQDzeDFEUHGSZZIbaRqjCLlAp","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728495"
"AdsBZazaTiGHfLCZbdaTbx/meJqDMxAWZCxuhC+","wGDxiXvsWrQwYn/CWjYJWdhMpHOgCsTiJtotPrt","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728506"
"ArvSiIWqvjlgc+XqSuIUvuTguyRYGokZ/VkLrYN","'+RGRZThbZuodYXNktnxSttUUPcZ/xOurLeMIfcH","01","Turnusablesung",2025-09-23T00:00:00,"J09D3011","00000000000011728541"
"sEQRFpJLSYcHlrWlrmnuPCKuMpVjQJQLDxlXrQi","IHAUJWkfOnLpXJoKfOzkFfUqJrceQsWWMmplWU/","01","Turnusablesung",2025-09-23T00:00:00,"J09D3012","00000000000011729645"
"RJWR+d/ILKFkzeQcRRpmDTyWPTsDZYlHXgUIYbE","drRVkFMVBXMMaySYTVKuRRBpp/NXjhRWlJJdGbh","01","Turnusablesung",2025-09-23T00:00:00,"J09D3012","00000000000011729650"
"RFzgeciPzaTsVVDktoZXaqEpnBeTAZbQSzRoSgC","GWKKKMV/VTcYKduxBBbrnWVzYIQtOYgVTLSZenK","01","Turnusablesung",2025-09-23T00:00:00,"J09D3012","00000000000011729670"
"GRexikVlerVhHexg+gnoTMmVoZqdsOg+BYYVaZK","wnUhEQnSTVYkTGoAZAaJRqUIjQwvvWSbFreYXZP","01","Turnusablesung",2025-09-23T00:00:00,"J09D3012","00000000000011729679"
"FApRDjboPvJxzijVRRDGqXSUsWMcoUBeqcZPAUX","EpgOzun+zYYUAxRlteDcpCgpDlSXhJZWtQvnnxZ","01","Turnusablesung",2025-09-23T00:00:00,"J09D3012","00000000000011729689"
"c+njgUbTj+jpPtYBeaBScXuOsqGZNsRiYQSAcjo","uYmiVLXBDXmb/UspVltTYeDtEC+YtZcrj/pbweo","01","Turnusablesung",2025-09-23T00:00:00,"J09D3012","00000000000011729690"
"oURxOoHmarqeRqZuDVRWZNvbwaeJTXWkyhYwvgP","uYmiVLXBDXmb/UspVltTYeDtEC+YtZcrj/pbweo","01","Turnusablesung",2025-09-23T00:00:00,"J09D3012","00000000000011729691"
"aSUuxmSDfn+WBMQyXHAgVBtWyWHYbNoYCRFFlAT","ROtUSTnRmPktxLmpSVkbXtZbSwDRnEiSMlPmL+o","01","Turnusablesung",2025-09-23T00:00:00,"J09D3012","00000000000011729730"
"BwgjhoYsu/NQXCRXqsnAJJmIfVzUy/kSHGNPJse","VYiROShnHD/KHdWOSUpleDlwCoZuLnWtJqBijzU","01","Turnusablesung",2025-09-23T00:00:00,"J09D3012","00000000000011729740"
"Ux/otYXWkojZfzILWREMTGdESkbREtDHPCxEUMu","xdQJWLWXWdgARYhrYEZVJpMQvSoRFfrwXZvAVGq","01","Turnusablesung",2025-09-23T00:00:00,"J09D3012","00000000000011729741"
"IcRuaKWLnPngJ/XjSqqzWLjqjnkrfHeXOjCGJpl","OcBkuLxZYssbCSMUlTnWUCvSOOTGcbmVYmQLYii","01","Turnusablesung",2025-09-23T00:00:00,"J09D3012","00000000000011729761"
"QerRQCMkKrngUNUSYYQHveifWZksWykvMJeXsbq","UlBXqrkqZNwyfkCWDSjSANFwdxWFHelqoGmtjPs","01","Turnusablesung",2025-09-23T00:00:00,"J09D3012","00000000000011729762"
"MqTX+sxZxX+kRjynUiAhNqxXnWuhxcxGQbXDpYj","MAHEtYWXbIytj/IOwFXXvqNlT/gEMRloZiCQSk/","01","Turnusablesung",2025-09-23T00:00:00,"J09D3012","00000000000011729764"
"Uk++QYAwVJxN/yCSLjvAVn+QcTZipD+EmHiAKBl","RuEbTADmMXWirYMCFI/MkUMRCaFTKxTjoRygQEx","01","Turnusablesung",2025-09-23T00:00:00,"J09D3012","00000000000011729787"
"qWVSdRiDrZRPRTuVBUaFiZPKzUVcWKVVuHdOIFZ","ogcQTSWuoWyNUqFpUaYXzQcJpBShgOwxpHuZRSW","01","Turnusablesung",2025-09-23T00:00:00,"J09D3012","00000000000011729799"
"iWXuMqmVoFFvzeRoQNReOlJMAmBphDJYhZymjCj","eYRURZfStuCMUDtqPBZgSXUOTYnWpMxNotRIPZV","01","Turnusablesung",2025-09-23T00:00:00,"J09D3012","00000000000011729800"
"oLxLbkvHYTKt/CrLhcXsetMoendXFxQQLZIPbbH","OTOQHUOITHaQmWDVQLYWqJwCCDtjeUmlFOvTHE/","01","Turnusablesung",2025-09-23T00:00:00,"J09D3012","00000000000011729817"
"RIgxdCoLnATwOALhMCYyDABAwrDzkJwSRIhNpBf","nSsYWdPTVwrqeuoOyWsicgZtLRqqQwKakMoQUjV","01","Turnusablesung",2025-09-23T00:00:00,"J09D3012","00000000000011729826"
"XzQXCLUlYzSqeUShQzQIZGRnzLbdmudfsVtQpkW","tbjyGYtNRQhFUeVCdmr+vG/cLcANVuTwEHQVlyi","01","Turnusablesung",2025-09-23T00:00:00,"J09D3012","00000000000011729941"
"TwKWEZvSxDtcUHxzDSSYhSUVYYZZSoJhf/vYNSe","QWQjicKRCXgQQY+TLwYNSSsYB+CZ+eZa/rZXgEC","01","Turnusablesung",2025-09-23T00:00:00,"J09D3012","00000000000011730015"
"uQaZPkoUXuGuuWEdMp/zdUc+bmcZgLaJQEvTRug","xVcBXUPpXyGtJVFYyXsYhNcce+hNTeJQOZMHYXk","01","Turnusablesung",2025-09-23T00:00:00,"J09D3012","00000000000011730044"
"P+VYWFTUcBwkwWsjuANZEhVeZBctGVdKKkNAMOd","iYObqidSTeGhlrGZwRSBKPjv+ZuqRkcLTRVycZ+","01","Turnusablesung",2025-09-23T00:00:00,"J09D3012","00000000000011730063"
"BBrJVhtF+BdQRkXhXOVzEzhWiMZMtsjRLYyyHqY","jFWHAyRDMpwcXCcLOHZTZbOiUkeiymX+SXFzIbe","01","Turnusablesung",2025-09-23T00:00:00,"J09D3012","00000000000011730069"
"SI+GvFkMKYYSwODcXlXgRSaYyQRkYegpmfVSQPC","LtiuLYgfYCfKghKTWoDEBNVtKhErbQZZZeGxWZA","01","Turnusablesung",2025-09-23T00:00:00,"J09D3012","00000000000011730089"
"BLIGiJWtydDzitkZRYyHSUfZygeTPvfYcfWrRXJ","aBQHckYQrkEnfQzcHhUdYeHRq/xkJQBMuVSRYWe","01","Turnusablesung",2025-09-23T00:00:00,"J09D3012","00000000000011730170"
"ZWVRVcPpjgprtuLeNPXXSbpwhbSXcwBZbSSYB+m","tukJUn/svVAgzlMRIfaiyigiEhjrQkOUIVBTRHX","01","Turnusablesung",2025-09-23T00:00:00,"J09D3012","00000000000011730185"
"mowgfQOCCasqERUsRINDJYUGSHXnePDApSLsPur","dFdeUGSQKCAHleOVSVEYpQuTMpKlToKXosxUXBY","01","Turnusablesung",2025-09-23T00:00:00,"J09D3012","00000000000011730224"
"GhyuykEuVmuUojhZDBikBknEVQ/WLptyPXpwKXP","STATwevyoWcShtRLgTRzwlLNXFUl/QUjqUzpQTo","01","Turnusablesung",2025-09-23T00:00:00,"J09D3012","00000000000011730287"
"mHZbXxRSSkhbUl/IpQR+QMVromTPwgOTYvakHcs","LCmoeXhXNDIaFcUhoOrfUZuXXXFpQEUTcltuBtS","01","Turnusablesung",2025-09-23T00:00:00,"J09D3012","00000000000011730312"
"VwvHWmLdfFroTCiepRSIkbDTaAZZcJIoCxRVvUf","IYBFSVTCQyEiOZmNecMUHNVNPzJMJRjxcUQWKbr","01","Turnusablesung",2025-09-23T00:00:00,"J09D3012","00000000000011730320"
"VAxsSYVERMiTtGnyoEmgYwarvHeRqwKQSlRkZRW","VQ/iQOKe+v/xAZnuSHuqHRbcXSpUDNWygS+bG/V","01","Turnusablesung",2025-09-23T00:00:00,"J09D3012","00000000000011730337"
"oNpUmSVoLRmTItRYXeDCQiTOMT/wZPvTXsnEdZP","PunMNJaTbkTVWtJBUpYmULwwDoYMHPeQwPfrQCt","01","Turnusablesung",2025-09-23T00:00:00,"J09D3012","00000000000011730348"
"BBTSFopqHRWcOdCGXaasJYeEuXCSSzqrLfDQiRG","VUniThwRWdWZDwxDumWbdZYxuqBeQtTvdJtmAZe","01","Turnusablesung",2025-09-23T00:00:00,"J09D3012","00000000000011730354"
"lsovcYuSbmGdPkZUUUTgWXSgSsYsZWIWeIRaSRo","dtazUIUsvCKLeDhjbSHT+laGuSVbXWJzCcdQCrS","01","Turnusablesung",2025-09-23T00:00:00,"J09D3012","00000000000011730355"
"ZwZUEMAibnMSXKidjifZmVxqVGVU+yHFFxUAqXf","xXRMlQbSyXSxUYYuYSUbarlxRcRPWHk+SaiZC/A","01","Turnusablesung",2025-09-23T00:00:00,"J09D3012","00000000000011730436"
"ZBvlADKkZSdDNTHmiIUTNCUTDmKVOUGrSdFyQWC","MGxMxuuPbVLv+CWReSafJRoXXQkk/WUZyahabuS","01","Turnusablesung",2025-09-23T00:00:00,"J09D1221","00000000000011726958"
"YQwNATZFKpWqhYunVbiXzUtsWuGhpMmzXOWzjr+","KQHwjRWzyV+QHeLUZXYTTJIXnKFsbdIrOFJkIvr","01","Turnusablesung",2025-09-23T00:00:00,"J09D1221","00000000000011726970"
"wuhXPOKIEUrVWbfVVtTmIZinPOCZtQlDnNPScgJ","'+SPKUzWxVGTmRLMTwPQiCPUUK+KvIfyUSQnnvQc","01","Turnusablesung",2025-09-23T00:00:00,"J09D1221","00000000000011727006"
"BSCUwCeSdahYRHWUXnzjQARSUHokqibayECVBvR","qGhBVQYpYUYXcKBBRNNjYVWE+axUHuAeZDoQCK+","01","Turnusablesung",2025-09-23T00:00:00,"J09D1221","00000000000011727022"
"dTrZoyUWVPKRoxDRvCatdtzMQFRFxKQ+lVtKRe/","OVPhJ+BfYfynYTLfAUYTBfdxREdFZvzpHJQZjtI","01","Turnusablesung",2025-09-23T00:00:00,"J09D1221","00000000000011727026"
"vMcSIGXAXbUsUFCTsmtyAjstQUQaQfiHoebTuFy","JqyUiKWMOhTHRXmyLAfXyBeUADJpPQTLWdXJVzQ","01","Turnusablesung",2025-09-23T00:00:00,"J09D1221","00000000000011727051"
"eJFqRLRPMSrjl/d+vfbcSaYQRGhxxveawbmoXRl","UOqJY/feIAKpy/zLn+BXfoRXZDZj/rgVTyUcoIO","01","Turnusablesung",2025-09-23T00:00:00,"J09D1221","00000000000011727075"
"asAwYxSVWDqYppBRayYEFuvOTSWTsWXRcVZYZla","uGVSBcTbJSFyghUTYZTUiKWtyNsDjVHWzAiwSHa","01","Turnusablesung",2025-09-23T00:00:00,"J09D1221","00000000000011727105"
"wJg/agvxXKPpnSdeQ+UMDoXWozoThEnZELIDNSM","NBnUqpnKuQRwmTtdGlSTZrUXKf/wfQjTl/FFnz+","01","Turnusablesung",2025-09-23T00:00:00,"J09D1221","00000000000011727179"
